name,attack,attribute,defense,has_materials,has_name_condition,is_extra_deck,is_fusion,is_link,is_pendulum,is_synchro,is_xyz,link_markers,link_number,materials,monster_types,name_condition,number,pendulum_left,pendulum_right,pendulum_text,Type,stars,text
Boar Soldier,2000,EARTH,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,21340051,,,,Beast-Warrior,4,"If this card is Normal Summoned, destroy this card. If your opponent controls 1 or more monsters, decrease the ATK of this card by 1000 points."
Bokoichi the Freightening Car,500,DARK,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,8715625,,,,Machine,2,"A freight car that is exclusively for Dekoichi. It can transport anything, but most cargo arrives broken."
Bolt Escargot,1400,WATER,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,12146024,,,,Thunder,5,"After rendering an opponent immobile by spitting a sticky goo, this monster closes in for the attack."
Bolt Penguin,1100,WATER,800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,48531733,,,,Thunder,3,"With each arm forming an electric whip, this monster paralyzes its enemies with electric shocks."
Bombardment Beetle,400,WIND,900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,57409948,,,,Insect,2,"FLIP: Pick up and see 1 face-down Defense Position Monster Card on your opponent's side of the field. If it is an Effect Monster, destroy it (its Flip Effect is not activated), and if the card is not, return it to its original position."
Bone Crusher,1600,EARTH,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,37675138,,,,Zombie,4,When this card is Special Summoned from your Graveyard by the effect of a Zombie-Type monster: You can target 1 Spell/Trap Card your opponent controls; destroy that target. During the End Phase of the turn this card was Special Summoned: Destroy it.
Bone Mouse,400,DARK,300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,21239280,,,,Zombie,1,A mouse that has returned as a zombie to seek revenge on cats.
Boneheimer,850,WATER,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,98456117,,,,Aqua,3,"This monster wanders the seas, sucking dry any creatures it may encounter."
Bonfire Colossus,2600,FIRE,2200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,59834564,,,,Beast-Warrior,8,"If you control a FIRE monster, you can Special Summon this card (from your hand). When this card is Special Summoned: Target 2 FIRE monsters you control; destroy those targets."
Boo Koo,650,DARK,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,68963107,,,,Spellcaster,2,A book-like wizard with a wealth of magic written inside.
Boost Warrior,300,FIRE,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,80457744,,,,Warrior,1,"If you control a face-up Tuner monster, you can Special Summon this card from your hand in face-up Defense Position. All Warrior-Type monsters you control gain 300 ATK."
Booster Dragon,1900,DARK,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"['Bottom-Left', 'Bottom-Right']",2,"2 ""Rokket"" monsters","['Link', 'Effect']",,12023931,,,,Dragon,,"Once per turn: You can target 1 other face-up monster on the field; it gains 500 ATK/DEF. Your opponent cannot activate cards or effects in response to this effect's activation. If this Link Summoned card is destroyed by battle or card effect and sent to the GY: You can target 1 other Dragon monster in your GY; Special Summon it. You can only use this effect of ""Booster Dragon"" once per turn."
Boot Staggered,2300,LIGHT,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,70950698,,,,Cyberse,5,"When a Cyberse monster is Normal Summoned to your field: You can Special Summon this card from your hand. You can only use this effect of ""Boot Staggered"" once per turn. When this card inflicts battle damage to your opponent: You can Special Summon 1 ""Stag Token"" (Cyberse/EARTH/Level 1/ATK 0/DEF 0)."
Boot-Up Soldier - Dread Dynamo,0,EARTH,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,13316346,,,,Machine,4,"While you control a ""Gadget"" monster, this card gains 2000 ATK."
Borreload Dragon,3000,DARK,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"['Bottom-Left', 'Bottom-Right', 'Left', 'Right']",4,3+ Effect Monsters,"['Link', 'Effect']",,31833038,,,,Dragon,,"Neither player can target this card with monster effects. Once per turn (Quick Effect): You can target 1 face-up monster on the field; it loses 500 ATK/DEF. Your opponent cannot activate cards or effects in response to this effect's activation. At the start of the Damage Step, if this card attacks an opponent's monster: You can place that opponent's monster in a zone this card points to and take control of it, but send it to the GY during the End Phase of the next turn."
Botanical Girl,1300,WATER,1100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,84824601,,,,Plant,3,"When this card is sent from the field to the Graveyard, you can add 1 Plant-Type monster with 1000 or less DEF from your Deck to your hand."
Botanical Lion,1600,EARTH,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,20546916,,,,Plant,4,This card gains 300 ATK for each face-up Plant-Type monster you control. Control of this face-up card on the field cannot switch.
Bottom Dweller,1650,WATER,1700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,81386177,,,,Fish,5,This is one sea creature whose wrath is something monsters fear to face.
Boulder Tortoise,1450,WATER,2200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,9540040,,,,Aqua,6,A stone turtle that is nearly indestructible.
Bountiful Artemis,1600,LIGHT,1700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,32296881,,,,Fairy,4,"Each time a Counter Trap Card is activated, draw 1 card immediately after it resolves."
Bowganian,1300,DARK,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,52090844,,,,Machine,3,During each of your Standby Phases: Inflict 600 damage to your opponent.
Box of Friends,0,LIGHT,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,81587028,,,,Machine,1,"If this card is destroyed and sent to the Graveyard: You can Special Summon from your Deck, 2 Normal Monsters with different names whose ATK or DEF is 0, in face-up Defense Position. You can only use this effect of ""Box of Friends"" once per turn. Monsters Special Summoned by this effect cannot be used as a Synchro Material Monster, also they are destroyed during your next End Phase."
BOXer,1800,EARTH,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,61156777,,,,Warrior,4,"When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can place 1 counter on this card. You can send this card with 2 or more counters to the Graveyard; Special Summon 1 EARTH monster from your Deck. If this card would be destroyed by battle or card effect, you can remove 1 counter from this card instead."
Boycotton,1000,EARTH,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,[],,45025640,,,,Plant,4,"You take any battle damage your opponent would have taken from battles involving this card, instead. If this card battles, is not destroyed, and you took battle damage from that battle: Return this card to the hand."
Bracchio-raidus,2200,WATER,2000,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,"""Two-Headed King Rex"" + ""Crawling Dragon 2""",['Fusion'],,16507828,,,,Dinosaur,6,"""Two-Headed King Rex"" + ""Crawling Dragon #2"""
Brain Crusher,2400,DARK,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,81919143,,,,Insect,7,"Once per turn, during the End Phase, if this card destroyed an opponent's monster by battle and sent it to the Graveyard this turn while you controlled it: You can target 1 of those destroyed monsters in the Graveyard; Special Summon that target."
Brain Golem,2500,DARK,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,17313545,,,,Fiend,6,"Effects of face-up LIGHT monsters are negated. If this card destroys a LIGHT monster by battle, it can attack once again in a row."
Brain Jacker,200,DARK,900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,40267580,,,,Fiend,2,FLIP: Equip this card to a monster on your opponent's side of the field and treat it as an Equip Card. Take control of the equipped monster. Your opponent gains 500 Life Points during each of their Standby Phases.
Brave Scizzar,1300,DARK,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,74277583,,,,Machine,4,"Armed with a mass of scissors, this monster can clip an enemy into any desired shape and size."
Brave-Eyes Pendulum Dragon,3000,DARK,2000,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,"1 ""Pendulum Dragon"" monster + 1 Warrior-Type monster","['Fusion', 'Effect']",,88305705,,,,Dragon,8,"When this card is Fusion Summoned: You can change the ATK of all face-up monsters your opponent currently controls to 0, also, for the rest of this turn, other monsters you control cannot attack. Negate the activated effects of monsters with 0 ATK. At the end of the Damage Step, when this card attacks an opponent's monster, but the opponent's monster was not destroyed by the battle: You can banish that opponent's monster."
"Bravo, Fighter Fur Hire",1900,FIRE,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,66740005,,,,Reptile,4,"During your Main Phase: You can Special Summon 1 monster ""Fur Hire"" from your hand, except ""Bravo, Fighter Fur Hire"". If a monster ""Fur Hire"" is Special Summoned to your field while you control this monster: You can have all monsters ""Fur Hire"" currently on the field gain 500 ATK/DEF until the end of this turn. You can only use each effect of ""Bravo, Fighter Fur Hire"" once per turn."
Breaker the Dark Magical Warrior,1600,DARK,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,22923081,,,,Spellcaster,6,"If this card is Normal Summoned: Place 2 Spell Counters on it. If this card is Pendulum Summoned: Place 3 Spell Counters on it. This card gains 400 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card, then target 1 Spell/Trap Card on the field; destroy it. You can only use this effect of ""Breaker the Dark Magical Warrior"" once per turn."
Breaker the Magical Warrior,1600,DARK,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,71413901,,,,Spellcaster,4,"If this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card, then target 1 Spell/Trap Card on the field; destroy that target."
Bri Synchron,1500,EARTH,1100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Tuner', 'Effect']",,52840598,,,,Machine,4,"If this card is sent to the Graveyard as a Synchro Material, until the end of this turn, the Synchro Monster that used this card as a Synchro Material gains 600 ATK, but its effects are negated."
Bright Star Dragon,1900,LIGHT,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,16719802,,,,Dragon,4,When this card is Normal Summoned: You can target 1 other face-up monster on the field; increase that target's Level by 2 until the end of this turn.
"Brionac, Dragon of the Ice Barrier",2300,WATER,1400,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1 Tuner + 1 or more non-Tuner monsters,"['Synchro', 'Effect']",,50321796,,,,Sea Serpent,6,"You can discard any number of cards to the Graveyard, then target the same number of cards your opponent controls; return those cards to the hand. You can only use this effect of ""Brionac, Dragon of the Ice Barrier"" once per turn."
Brohunder,900,LIGHT,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,27217742,,,,Thunder,4,"When this card is Normal Summoned: You can add 1 Level 4 LIGHT Thunder-Type monster from your Deck to your hand, except ""Brohunder""."
Brotherhood of the Fire Fist - Bear,1600,FIRE,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,6353603,,,,Beast-Warrior,4,"Once per turn, when this card inflicts battle damage to your opponent: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. Once per turn: You can send 1 face-up ""Fire Formation"" Spell/Trap Card you control to the Graveyard, then target 1 monster on the field; destroy that target."
Brotherhood of the Fire Fist - Boar,1100,FIRE,1400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Tuner', 'Effect']",,66762372,,,,Beast-Warrior,4,"Cannot be used as a Synchro Material Monster, except for the Synchro Summon of a FIRE monster. When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 Level 4 ""Fire Fist"" monster from your Deck, except ""Brotherhood of the Fire Fist - Boar"". Once per turn, when a ""Fire Fist"" monster is Special Summoned from your Extra Deck: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck."
Brotherhood of the Fire Fist - Buffalo,1700,FIRE,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,92572371,,,,Beast-Warrior,4,"If this card is in your Graveyard: You can send a total of 2 ""Fire Fist"" / ""Fire Formation"" cards from your hand and/or face-up on your side of the field to the Graveyard; Special Summon this card from your Graveyard. You can only use the effect of ""Brotherhood of the Fire Fist - Buffalo"" once per turn."
Brotherhood of the Fire Fist - Cardinal,1800,FIRE,2200,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,"2 Level 4 ""Fire Fist"" monsters","['Xyz', 'Effect']",,58504745,,,,Beast-Warrior,4,"You can detach 2 Xyz Materials from this card, then target 2 ""Fire Fist"" / ""Fire Formation"" cards in your Graveyard and/or face-up on your side of the field, and 2 cards in your opponent's Graveyard and/or face-up on their side of the field; shuffle those targets into the Deck. You can only use the effect of ""Brotherhood of the Fire Fist - Cardinal"" once per turn."
Brotherhood of the Fire Fist - Caribou,1100,FIRE,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,93751476,,,,Beast-Warrior,4,"During the End Phase, if this card is in the Graveyard because it was destroyed by a card effect and sent there this turn: You can Special Summon 1 Level 4 ""Fire Fist"" monster from your Deck, except ""Brotherhood of the Fire Fist - Caribou"". If this card is sent to the Graveyard for the Synchro Summon of a ""Fire Fist"" monster: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck."
Brotherhood of the Fire Fist - Coyote,2000,FIRE,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,49785720,,,,Beast-Warrior,5,"If you control a ""Fire Formation"" Spell/Trap Card, and no monsters, you can Special Summon this card (from your hand)."
Brotherhood of the Fire Fist - Dragon,1800,FIRE,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,43748308,,,,Beast-Warrior,4,"Once per turn, if you activate a ""Fire Formation"" Spell/Trap Card (except during the Damage Step): You can Set 1 ""Fire Formation"" Trap Card directly from your Deck. Once per turn: You can send 2 face-up ""Fire Formation"" Spell/Trap Cards you control to the Graveyard, then target 1 ""Fire Fist"" monster in your Graveyard, except ""Brotherhood of the Fire Fist - Dragon""; Special Summon that target."
Brotherhood of the Fire Fist - Gorilla,1600,FIRE,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,70355994,,,,Beast-Warrior,4,"Once per turn, when this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. Once per turn: You can send 1 face-up ""Fire Formation"" Spell/Trap Card you control to the Graveyard, then target 1 Spell/Trap Card on the field; destroy that target."
Brotherhood of the Fire Fist - Hawk,200,FIRE,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,17475251,,,,Beast-Warrior,3,"If this card in its owner's possession is destroyed by an opponent's card (either by battle or by card effect): You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. While you control a ""Fire Formation"" Spell/Trap Card, all ""Fire Fist"" monsters you control gain 500 ATK and DEF."
